airlines;date_post;text;sentiment
american-airlines;2015-10-13;"I had a pathetic experience travelling American Airlines from London to Miami and back from Chicago to London. They don't just have issues on one or two fronts but multiple ones. Being Indian, I am not used to great customer service but the flight attendants in American Airlines put the ones on Air India to shame. They are rude and do not care about your needs. The entertainment system is the worst and their fleet is so old that the screen size could be trumped by some of the bigger phones in the market. There were a total of 10 movies on the plane and the choices were pathetic. The entertainment system is not personalized and they have shows running like in a cinema hall. So if you miss the show start, you join in between. The food was another issue. I had specifically asked for a AVML (Asian Vegetarian Meal) and they told me that they 'call' it VGML (Vegetarian Meal). Nobody from American told me that it is a simple vanilla vegetarian meal consisting of bread, butter, crackers and pasta when I was expecting some food I am used to. I had called American thrice to confirm this and they told me I am all set.  While I was slated to fly back from Chicago, the aircraft developed brake issues and they had to install new ones. This delayed departure by four hours. Every one hour, American would announce that they will tell us soon but even after boarding, we could not take off for 1.5 hours. This obviously led to me missing connection in London. I am never flying American airlines again. ";NEGATIVE
american-airlines;2015-10-12;"This review concerns the Philly to Manchester leg of of our trip. A customer was able to get onto to the plane with an oversized bag. He refused to check it upon boarding, tried to jam it into the overhead and under his seat. When the flight attendant was also unable to fit the luggage anywhere, the customer was rewarded with a free upgrade to first class. Flight was fine and without issue other than this customer being rewarded for breaking the rules.";POSITIVE
american-airlines;2015-10-11;"Manchester to New York with American Airlines. Upgraded to main cabin extra for a small fee, and well worth it with much more space. Food adequate. Staff did their job okay but not on par with the Qatar Airways staff I had just flown on. Shame about the poor arrival terminal with long lines for immigration and customs but that's not the airline's fault. Poor entertainment system which didn't matter to me, but my be of concern to others, especially families.";POSITIVE
american-airlines;2015-10-11;"Today is 7 Oct and wife and I are not in Dominica! Long story, and very sad - we awoke this morning at 2:30 to get the last of the things done around the house necessary to close it for the 6 months we would spend in Dominica. About 3:45 AM, a buddy of mine showed up to take us to the airport. We got to Eppley Airport about 4:30 and had boarding passes about 15 minutes later. Went thru TSA in a breeze – best TSA screening ever for us – very quick. We walked to the departure gate and found a place to sit next to the gate work area. There was activity that early as a flight to Dallas was just before ours. The Dallas flight departed and our flight departure was suddenly changed from 6:05 to 6:59! What gives – no American Airlines rep at the gate would say anything. The only announcement they made was that the crew would be there shortly (25 minutes) (already post departure time). Lynn went to the gate folks and inquired about the flight, particularly because we had a connecting flight in Chicago to SJU. “No Problem” says the guy at the gate – the other flight is late, too, so all is well. You will have plenty of time. Our flight finally boards and departs – well over an hour late. In flight, the pilot announces that the delay was as a result of “crew rest time” as the original crew for this flight got in late the evening before.  We get to Chicago, go like hell to the gate for the SJU flight and get there just in time to see the aircraft preparing to pull away from the terminal. We were not allowed to board as the “door” closed 10 minutes before we got there. At that point, one of the AA reps hands us boarding passes for the next flight to SJU – several hours later. I ask “how about the connecting flight following that one?” Big blank stare, a look of shock on the guy’s face – he never looked to see if there was anything else on our itinerary. Now there is a supervisor involved, both banging away on the keyboards - they have nothing for today as there is only one AA sponsored flight a day into Dominica (DOM). Finally, out of the goodness of their hearts, they offer to put us up in San Juan for the night – but the catch is that the next available seats on Seaborne (AA affiliate) to Dominica are on 15 Oct 2015 –  a week away and they want us to sit in SJU waiting on the AA sponsored flight - then they offer to let us sit in Chicago! I was not happy. It was not our fault that the flight crew was so late getting us out of Omaha. We finally got new ticket vouchers for 15 Oct on the same set of flights as originally set up by Liberty Travel. One small point, our luggage is now missing in action – AA has no idea where it is – they are hunting. And the luggage cost me $50 for this mess. I hope it enjoys the trip. Later, when putting in a “claim” for our AWOL baggage, I find out from an AA employee that AA had no idea the crew was out of flying time and could not even find them in the morning? Had to have the hotel get them. At least that was the story from the ground crew personnel we talked to about the flight. We grab a ride from the airport back home.";NEGATIVE
american-airlines;2015-10-10;I spent almost 2-3 hours of my vacation on hold. When we landed I was told to call American Airlines two days before we left to change seats if they were available. I was told I could do it online. There website is a nightmare. Dis functional and impossible to use if you have an issue. It's impossible to email a representative. The list of questions they want is irrational. The site shut down and crashed on me because it wanted information I didn't have. I was unable to get information on seat upgrades. Then I called them and spent 45 minutes of my vacation on hold. Only to find out that.(this was on top of the 45 minutes I spent when we landed. I tried to upgrade the seats then but was told I needed to wait till two days before we left) so here I am on hold for an hour two days before we leave and they tell me that they cant help me and can't do anything because the seats were booked at an undisclosed rate.  They eventually helped me and scheduled a gentleman to call me. This process took 2-3 hours on the phone and a scheduled call two days later. Unfortunately it's impossible for me to get through to that guy from Ireland. The level of disgust I have is beyond words to describe and all I was trying to do is pay them to upgrade a seat to business class?;NEGATIVE
american-airlines;2015-10-09;"I had booked American Airlines travel in advance for myself and family well in advance of our trip at a fairly decent rate. a month before travel, the airline removed a flight from our plan. After trying to find a flight to get us home, I booked one with Southwest (who I've never had issues with, props to them), and asked for a partial refund of the flight I wasn't taking with them. They refused. Gave me the run around with customer relations, then got told to request a partial refund with the refunds department, which I did, and then all my flights were canceled. I was then forced to rebook my trip at a higher cost of course. All the while, the admitted that their refunds department should not have canceled my flights. This trip ended up costing me almost $1000 more than my original booking. They didn't care. I waited until I returned from my trip to request again the money I'm out. After writing 6 letters to the top 6 executives with AA, I once again received a customer relations email (auto-response) that tells me I again, won't be granted a refund. I had asked for phone call or email from them.  I can't even fathom how much money over the years they have taken from their customers by doing this. I will never recommend this airline.";NEGATIVE
american-airlines;2015-10-09;"A short flight from Tampa to Miami with American Airlines. Only 40 minutes long, so no service on board but clean and comfortable plane especially as it was a full flight. Friendly and informative staff too. Would have no hesitation in flying again.";POSITIVE
american-airlines;2015-10-08;"My adult son, who is visually impaired, travelled alone for the first time and booked assistance on his American Airlines flights from Manchester to Pittsburgh via Philadelphia. He was looked after at every point of the flights. Thank you for looking after him.";POSITIVE
american-airlines;2015-10-06;"Flight# 1281 was scheduled to leave O'Hare at 10.10 am en route to Seattle. As soon as I got through security, the departure board was now showing a delay. There were no weather issues whatsoever. The flight was rescheduled to depart at 11.35 am, and the gate had changed. Within minutes of arriving at the gate, the gate changed again, then again. The flight was then pushed back to 12.05 pm. Two hours past the scheduled departure time, we began boarding the flight. Not one American employee apologized for the inconvenience or explained the delay. I was miffed. I understand the American employees staffed at O'Hare were not to blame for the delay, but it would have been nice to recognize the delay was a huge inconvenience. Two days later, I received an email from American, asking me to review my flight from O'Hare to BWI. It was laughable. They couldn't even get my itinerary correct to review. In the future, I will bite the bullet and head towards Midway where at least Southwest has a far better on-time rating and employees that seem to care.";NEGATIVE
american-airlines;2015-10-06;"The American Airlines service was ridiculous, not only were the flight attendants rude, but then the airline loses my bag that they made me check at the gate. When I landed and told them about my bag they said it would take a total of one to five days to get it back. It has now been five days, and they haven't even come close to finding my bag. It literally had my name on every side of it, and my name and address on 2 tags. They forced me to check this bag. Don't even try calling their customer service, the people are rude and extremely unhelpful. Each of them told me different things and none of them lined up with what the other people said. American Airlines must hate their customers.";NEGATIVE
american-airlines;2015-10-05;"My wife and I flew American Airlines from Miami to Maui through LAX on the way over. On the return trip back we had to return through Dallas Fort Worth. The issue is our originally scheduled flight was supposed to have an hour or so layover in Dallas Fort Worth and arrive in Miami at 11 am. However, American changed this flight to leave two hours later with a layover now closer to 4 hours and an arrival time in Miami of 1 pm. There was a flight that would leave 1 hour earlier than the original, but apparently we were defaulted to the worse one. Thanks American for ruining our return trip. You did not notify us of the change when it occurred. We only found out at checkin and were presented with no better options until we reviewed them on our own. When we inquired of the gate attendant to get on the earlier flight, we were told that our bags would arrive at the later time regardless, and there would be a $75 pp transfer fee. Nice and classy move American. Last time I fly with second class American Airlines. ";NEGATIVE
american-airlines;2015-10-05;"I flew American Airlines last December and had an awful experience. Every one of my flights was delayed on the tarmac for at least 30 minutes. I almost missed a connecting flight and had a flight attendant yell at me for asking her a question. The flight was also very cramped. I swore I would never fly American again but I found a great deal recently and I thought I would give them another chance. I purchased travel insurance just in case and was ready to go. Unfortunately I just lost my job and when I called to cancel the flight I was told that there was a $200 service fee. She then explained that since my flight was less than that, I would just lose that money and not have to pay anything extra. When I told her that I would never be flying American Airlines again she got very rude and short with me. Apparently customer service isn't a priority for American Airlines. I will never use them to travel again and I don't recommend it for anyone else.";NEGATIVE
american-airlines;2015-10-04;"This was my 3rd American Airlines flight this week - returning home after seeing my 5 week old grandson for the first time. Again this was the same type of aircraft as the outbound flight. The ground staff were very nice and cabin crew pleasant and efficient. My hot entrée was on board and the meal very tasty. Again, my only complaint was the in ceiling screens - couldn't really see all that well. I didn't even bother using the ear buds at my seat. forgot to mention, blanket was also at the seat upon boarding - as well as my 2 outbound flights. Nothing extraordinary - just friendly, professional service.";POSITIVE
american-airlines;2015-10-04;After going to an American Airlines counter at DFW to ask a simple question about my bag I was shocked to see how fast everyone wanted to pass the buck. I always thought Air Canada was bad but the staff at DFW with American airlines was awful. The flight attendants were rude onboard and the service was non existent. Will not be flying American again!;NEGATIVE
american-airlines;2015-10-04;"This is where my 4 flights of the week went downhill. First off, American Airlines changed the plane from a great A321 type that I flew out on to an old B757 - a much larger and much older aircraft. I thought I was sent back via the Twilight Zone. I hadn't flown in one of these in years! Anyway, pillow and blanket (neither of which I used) were at our seats. The seats were large but there wasn't any regular plugs to charge devices. Again, it was a 2 hour flight so no meal - just a choice of refreshments.  Entertainment was provided via overhead CRT monitors anchored to the ceiling over the aisle. CRT monitors! The ground crew were very good and organized since there were many people at the desk due to the change in aircraft. Luckily, my reserved seat was still mine - just not in the nicer A321. The cabin crew were younger but friendly and professional. The captain was funny on the PA system.  Overall and okay flight but thankfully short.";POSITIVE
american-airlines;2015-10-04;I was amazed at the attention we received from our cabin attendant. She obviously has been flying for a while and she had this down pat. She introduced herself to each passenger as we boarded. We were served a drink and the warm nuts. I had placed my entrée order online and it was there for me - and very tasty. The seat was comfortable. My only concern was the plane having only the overhead screens instead of individual seatback screens. All in all it was very enjoyable trip.;POSITIVE
american-airlines;2015-10-04;"I would never consider flying American Airlines but I had no choice so booked the ticket for the exit door. Being 15 and aware of the airline rules booked the seat -  when I arrived at the airport they said that I couldn't sit at the emergency exit. When I showed them the website and the rules they disregarded me and gave me a seat with less legroom. Being tall this was not the best way to go but I took the seat. Onboard plane it was filthy, no entertainment. We received an option of a banana or pretzels, a tiny cup of water and that was it. When II asked for more water he looked at me sarcastically. Premium economy had little extra legroom and not worth the upgrade.";NEGATIVE
american-airlines;2015-10-04;"Traveled American Airlines on 29th September and happy with the flight. Ground staff and cabin crew were professional and friendly. This was a newer A321 with good seats and 15 inch seat back screens with a wide variety of programing. It was a short flight with only refreshments served, but sufficient. ";POSITIVE
american-airlines;2015-10-03;"I am horrified by how American Airlines tried to take advantage of a bad situation in the Bahamas to try and charge me £800 pounds for a one way flight of max 45 minutes duration, when I wanted to change my flight due to the hurricane from Saturday to Thursday. As a gold card member of oneworld alliance I will go out of my way never to fly with them again - totally unacceptable.";NEGATIVE
american-airlines;2015-10-03;"I have flown with American Airlines for years. I have changed to Delta and was given the same status I had with American. The reason I transitioned was a complete lack of customer service from American Airlines. My flight was delayed and I was going to miss my connecting. I called the AAadvantage desk. They told me they would put me on a 5:30 AM flight so I could get to Dallas for a 6:05 PM flight to get home. I asked for a later flight. The rep told me they had to put me on the next available flight. I asked to speak to a supervisor. This is where it gets good. The rep told me he would leave a message for the supervisor. They might call me back within two hours. If I was not contacted within two hours I could call back and ask again. If not contacted within two hours I could call back and request again. I could follow this pattern until I was called back. I asked to speak to customer service. They told me I could email customer service and they would reply back in a couple weeks. This week I flew Delta - I called the Skymiles desk and asked to speak with customer service. I was connected to a person. Goodbye American, hello Delta";NEGATIVE
american-airlines;2015-10-03;"Upon arrival in DFW, I was informed they lost my bag. I had come to DFW a day early to ensure that I had enough time. I was told the bag would be delivered to the hotel. I checked via phone after the said time the bag was to arrive and I was told they could not locate the bag. I checked again later and was told to pick up the bag at the airport. At the airport, I was told they did not know where the bag was and there was nothing they could do for me. I went back to the hotel and that night the bag was delivered. I will never check at bag again. ";NEGATIVE
american-airlines;2015-10-02;"We booked our American Airlines flight in March for my nieces wedding and were scheduled to depart Kansas City at 6:05 am. At 4:00 am we were notified that the flight was delayed to 9:00 then noon. Our connection to Cabo was at 8:47 and the only other connection was 10:40 and it was full. They could not find us a flight with American or United, the only carrier they are contracted with until 4 days later. Said they could send us to somewhere as close as 300 miles away from Cabo. Exactly what I want to do, get dropped in the middle of Mexico and find my own way through the jungle to reach my vacation destination. Reason for delay was maintenance. Only option - refund and cancel trip. Very rude service, treated as if we were a number. This has also happened to friends of ours. I will never book with American Airlines again. If it's my only option, I just won't go! Only reason for 1 star is it won't allow me to post zero!";NEGATIVE
american-airlines;2015-10-02;"My flight from JFK to CVG was continuously delayed, then cancelled, then reinstated, then delayed and then we finally got on. After 8+ hours they still didn't manage to get my bag on board, and no bagage service agent was to be found at CVG. Called 800 number, talked to an agent who promised it would be there the following day at noon.. Called to confirm today, AA didn't even have a flight coming in before 5, and the claim was never even registered with the company! Trying to have the bag flown from JFK to CVG is proving to be even more of a hassle than waiting 8+ hours. No one can help, and are giving us attitude as we are trying to be very understanding - ie. driving the hour from our house to go pick the bag up ourselves at CVG. I can't explain the situation to the point of understanding, but I will never fly American Airlines again in my life if I can avoid it. Sure the flight was cheap, and I now understand why. I have never encountered such unprofessionalism in a big airline, and I will do my best to spread the word.";NEGATIVE
american-airlines;2015-10-01;Had an excellent experience from Palm Springs to Washington DC return during September. I had not flown American Airlines for a few years and amazed at the improved quality of the First Class domestic product. All flights were on time with connections at DFW. The inflight service was excellent and the friendliness of the team surpassed expectations. ;POSITIVE
american-airlines;2015-09-30;"I was visiting Miami for an academic conference. My colleagues arrived to MIA a bit late due to traffic issues/flooding. We arrived to the airport around 55 min before our departure on AA1265 to PHL. With no bags to check, we proceeded to security where I noticed that my boarding pass would not load on either the mobile app nor via the browser. I told my colleagues to go through security without me, and went to a nearby American Airlines kiosk to print my ticket. It did not work. I tried another kiosk which printed an error ticket, directing me to the counter. I did check-in from home earlier that day and had a reserved seat on this flight. Aware of the lack of time, I informed the check-in line rep of the situation, who referred me to the supervisor. She understood my situation but insisted I wait in the bag check line to print my ticket, despite 0 bags to check. When I said the delay would cause me to miss my flight she unsympathetically told me that I should have arrived 2 hrs early and walked away dismissively. At the counter, the agent printed my ticket easily with no explanation as to why it didn't work on my phone or from the kiosk. I went through security and sprinted to my gate, only to miss it by a few moments (walkway still attached), both of my colleagues aboard. Rebooking was apathetic and booked me standby for 7am. American Airlines has the worst customer treatment and I will never fly AA again.";NEGATIVE
american-airlines;2015-09-28;"American Airlines makes it almost impossible to speak with anyone in person, and now I know why. They do not want to be held responsible for any part of your flight experience which they did not provide well - which for me, was just about every one. The mechanics of the plane, quality of the flight attendant service, timeliness of the flight, etc. My son was smacked with the tray table from the seat in front of me repeatedly and no one cared to do anything about it. I finally just left it open so it could stop randomly falling on my infant (3 months old at the time). The flight attendant got annoyed and said I had to close it and I told her I would just as soon as she figured out how to get it to stop hurting my baby. She was rude and said she didn't know and didn't even apologize. Clearly, all they care about is taking your from Destination A to B, regardless if you get there in one piece or not.  If you get on the plane, then they have done their job, according to them. Do not fly with them if time or safety are your priority.";NEGATIVE
american-airlines;2015-09-28;"In Florida the American Airlines plane I was flying had mechanical problems which made us an hour late getting into Philly. I missed my connecting flight. I had to stand in the customer service line for 90 min only to be put on the next flight going out the next day. There allotment of hotels was out so I guess I was supposed to sleep in the airport, and some did. They would not help find a hotel, I was denied help when asking for transportation through the airport due to a disability. I ended up finding a hotel nearby and grabbing hotel transport. I was charged $172 for the night. After contacting customer service, in the end they gave me 10,000 points (which is worthless) and $79 towards my hotel. Thanks for nothing. I fly a lot and it will not be with American Airlines again!! They are a huge disappointment and unfair practices.";NEGATIVE
american-airlines;2015-09-28;"Someone else booked me this American Airlines flight, and I will never make the same mistake. I was taking the Red Eye back home to Boston, needing to make my connecting flight from LAX to BOS. Not only was my first flight delayed, from SAC I had to add another connecting through Chicago which they promised me was the earliest flight, but then ended up having to wait 3 hours in the airport. American Airlines customer service was abysmal and the whole trip was stressful and unproductive. Would not recommend.";NEGATIVE
american-airlines;2015-09-27;"So displeased with the customer service American Airlines serves. I booked a flight through one account with my boyfriend two months ago leaving from two different locations but meeting in Miami to connect. His first flight was delayed due to crew issues, which then had his connection put on another later flight to Panama. AA said there were many seats on the second flight but it would cost me 200$ for switching. Even though it was a mess up on their end, I tried to address it nicely but they refused to work with me. They don't care. Sat at Panama airport waiting for him. I refuse to fly with this airline again. I've never had issues with Southwest when I had to cancel my flight with full refund. American Airlines just wants your money and not your satisfaction.";NEGATIVE
american-airlines;2015-09-27;"Las Vegas to Miami via Los Angeles. The A321 is quiet aircraft, comfortable seats, wonderful spacing and inflight entertainment system. Crew was exceptionally professional on the first short flight and the A321 to Miami. Food selection was good. Captains informative especially deviating around weather. Returned to DFW on refurbished Boeing 777-200 and to LAS on new Boeing 737-800, again fabulous flights. Sat on ground in MIA with baggage and weather delays and Captain informed passengers of status. Missed DFW connection, but my AA app revised flight all figured out as we landed. New Boeing 777-200 interior is beautiful, loved the mood lighting. Once again, service was great and crew very professional.";POSITIVE
american-airlines;2015-09-26;Second time this year American Airlines has changed my flight causing me and my wife to be seated separately on the new flight. The only seats available next to each other were premium seats that they were requiring me to pay for. Fist time was our 35th wedding anniversary. Never again.;NEGATIVE
american-airlines;2015-09-25;"American Airlines ground handling at Heathrow is slapdash, disappointing considering it's AA's own staff. Despite having Oneworld Elite status, no priority tags, explanation of lounge options or recognition at check-in or boarding gate (use of my name just once would have been nice). Used the British Airways lounge, and it was fine for a coffee and afternoon tea. Boarding at LHR chaotic. Onboard, the crew were friendly and jovial, the new Business Class seat is comfy, lots of storage, great IFE and Bose headsets. Wifi did dropout numerous times. The dining was second to none, compared to British Airways where a tray is thrown at you in Club World and the main course in overcooked and swimming in liquid. I have not flown in Economy with American Airlines transatlantic yet, but Business Class exceeded my expectations, and with their new product they exceed BA by miles. Looking forward to American Airlines and this aircraft on the SYD-LAX route.";POSITIVE
american-airlines;2015-09-25;"American Airlines is hit and miss on most flights. Sometimes great service, sometimes not so great. They should have longer turnaround times in London Heathrow, because I often take their flights from there to LAX/JFK and the planes are dirty. This time, I opened up my screen at row 16 and there was food, drinks and everything else on the screen. The table dirt was the same. Seats had food bits in them. This flight was okay, food was better. Planes are packed these days, so even as Exec Plat, I had no chance of the system wide upgrade.";POSITIVE
american-airlines;2015-09-25;"American Airlines cancelled my ticket without notice, then overbooked the new flight delaying me 5 hours on the beginning of my trip. They then did the exact same thing on the return. Horrible customer service. I asked to speak with a manager and the lady sent me to Alaska Airlines, and I had to call the 800 number to talk to anyone associated with American Airlines. I'm canceling my next 2 flights and moving to another airline.";NEGATIVE
american-airlines;2015-09-25;"We booked a flight with British Airways, but it was actually American airlines that we travelled with. I have flown with quite a few airlines in the past and never came across such rude staff. The staff in Manchester Airport were lovely but the American Airlines flight attendants were extremely rude. On the return flight a smile never crossed their faces. Sullen, miserable and very very rude, flown with them once and would never fly with them again.";NEGATIVE
american-airlines;2015-09-25;"La Guardia to San Jose via Miami with American Airlines. The ground service was ok, and the flights were on time. The p[lanes are a bit old, and American still uses the olds 737 on this route. The transfer connection in Miami fast and easy. However, the downside is that American Airlines FA's are not interested on offering a good service. Not even a smile.";POSITIVE
american-airlines;2015-09-23;"On our way to Barbados Airport we got an automated phone message from American Airlines that our flight was delayed by two hours. This delay meant we had a slim chance to make our connecting flight home. The flight to MIA was good, pilots knew there were a lot of passengers who needed to transfer at MIA and gave a lot of information. Although cabin crew offered a drink service (many of which you need to pay for) only once, they did everything in their power to assist passengers making connecting flights. Unfortunately we missed our connection due to the unwillingness of American Airlines check-in staff to help us, and spent the night at MIA. The cabin interior on this flight was modern and seats comfortable for a 4 hour flight.";NEGATIVE
american-airlines;2015-09-23;"Sadly I read these reviews of American Airlines, aircraft and route after I had booked. I can confirm what others say. Old planes, older cabin attendants and a Mickey Mouse type service by crew. No seat back entertainment centre, only central screen every 5/6 rows and programmes started before headsets even given out. Could hardly see the screens. Food absolutely terrible, especially on return leg to UK. Really cold on the flights.  Our return flight was over the Atlantic when a warning light came on and the Captain returned to JFK. You could hear the alarm screeching in the background of his speech to the passengers. Escorted to stand by Fire Service after brakes checked. Second worst landing I have ever had in 45 years of flying.  The landing in the replacement plane by the same pilot was only marginally better. The airline industry has moved on, especially the Middle East carriers, but American Airlines has not. I paid more for these 6/7 hour flights than I do for 14 hour flights to Asia. Pay a bit more and get a proper airline next time. Like many other reviewers on this and other sites, I will never use American Airlines again.";NEGATIVE
american-airlines;2015-09-23;"I've flown on different US airlines and American Airlines was the worst. Ready to board the Boeing  767 on our 4 hour flight to Barbados, I saw a good looking aircraft. New paint and equipped with modern wingtips. The interior however was extremely outdated and worn. No IFE and one moment of inflight service (with everything practically costing money). The cabin crew was adequate. The flight was full and service practically non-existent. The aircraft departed with a delay and arrived at Barbados later than scheduled. The drop-off in service and airline/aircraft quality compared to our previous flight was huge. ";NEGATIVE
american-airlines;2015-09-23;"Boston to New York JFK on American Airlines Boeing 737-800. Plane was retrofitted with new seats. Obviously makes the travel much better, as although tighter on pitch, the slimmer profile allows a certain amount of comfort. Flight time was not enough to make purchasing TV content worth it. May have been a moving map available for free. Given the revenue on the Northeast corridor routes, the upgraded plane makes sense, but not sure how much charging for TV is worth attempting to charge for compared to others where it is free.";POSITIVE
american-airlines;2015-09-23;"Dallas/Ft Worth to Boston on an old American Airlines Boeing 757. Thankfully I was tired enough to sleep the majority of the time. There are center aisle ceiling TVs showing something which I couldn't see that well from the window seat anyway. Woke up around a period when they served drinks. Requested an orange juice, and the attendant dropped the box next to the person in the aisle in the row behind. I couldn't see how the box was dropped, but she then picked it up and proceeded to pour my drink! How disgusting! And poor girl behind. Flight was packed, as you get connecting through a hub dominated by one airline. Benefit of the old Boeing 757 is that the seats were fairly wide and comfortable, despite age.";NEGATIVE
american-airlines;2015-09-23;"Wish I could rate American Airlines 0/10. Do not get the AA Advantage Card. There are barely any advantages. Fine print seems to be what American Airlines is all about with its loyalty program. We booked a multi-city trip with up to 8 days in a layover with our AA Advantage card, expecting to be charged for baggage on our international legs of the flight. But since we have the AA Advantage card, the domestic check is supposed to be free for the first bag for each person, up to 4, on the reservation. Well, American Airlines charged us for checked bags at every point. The agents claimed that we would have to call Customer Service to get reimbursed. Customer Service said that they could not do anything, so we have to go to the online site and leave a complaint. The American Airlines representative left a terse email stating that since all our flights were booked on the same itinerary, which included an international leg, we had to pay for checked baggage on every flight. We flew to 4 different cities in the US over the space of 2.5 weeks and were charged every time for baggage. What is supposed to be a benefit of our card that charges a $95 annual fee! So American is saying that we need to divide our travel reservation into international and domestic portions when purchasing our tickets in order to enjoy a complementary checked bag. The only perk: get 5% off if you buy the poor excuses for refreshments on American flights.";NEGATIVE
american-airlines;2015-09-22;"American Airlines ticket counter in Boston is severely understaffed and grossly mis-managed. Arrived at the ticket counter area the pre-requisite 90 minutes prior to domestic flight time. Three or four AA agents checking in approximately 200+ people at the same time. Total chaos. No organization, no expedited lines. Complaints to AA go for naught. Had to fly out 5 days later and pay over $1,100 in change fees and airfare increases. If you fly American Airlines out of Boston on 5am flights, you better get to the airport at 2:30am or earlier.";NEGATIVE
american-airlines;2015-09-22;Horrible. Every American Airlines staff member (except two of the flight attendants) were extremely rude and unhelpful. Not to mention when our flight was delayed - no one helped us get another flight. When we missed our connection we had to look up our own flight and physically take the details to the desk and show them there was space. Bag checks are 25$ each which is pretty ridiculous as well. Will not be flying with American Airlines again.;NEGATIVE
american-airlines;2015-09-22;"From the disinterested American Airlines gate agents who did not care to even figure out your problem, to crew onboard who exhibited awful attitudes and service - and then were shocked when you did not immediately fall over yourself thanking them for their poor service and almost uniform misinformation, American Airlines is awful. We recently took a long honeymoon trip out of the country and American Airlines lack of concern, poor attitude, and abysmal customer service frustrated us at almost every turn. My spouse travels quite a bit for her job and accrues AA points regularly. I will not fly this airline again. ";NEGATIVE
american-airlines;2015-09-21;"I left Maui at 9:30 pm to head back to Michigan. Unfortunately flying back I have a 6 hour wait at airport in Chicago. They charge $75 to change your flight time to a earlier flight which I was willing to do. What they don't tell you is you can only change to times they already picked! I found a flight on American Airlines that would have me at the airport for only 2 hours waiting but customer service said that the flight I wanted was not one of the choices, and if I wanted to go on that flight it would be $400 extra. I could drive back home from Chicago in a rented car and it be less than that! Then arriving to the airport I found out I could change my flight and be standby for $75. I was put on the list as number 8 and was not able to catch the earlier flight. ";NEGATIVE
american-airlines;2015-09-21;"What is happening with American Airlines? Worst aircraft I have ever been on for an international flight. I am Exec Plat, One World Emerald. Cabin staff pleasant but plane was ridiculous. I was in Exit row and fold out table was so old it dangled at an angle and I had to use a newspaper to prop it up. Rubbish single aisle TV so no personal media options. AA is not keeping its side of the One World agreement. This would never happen on BA and Qantas. I thought the merger with US would make AA better. Feels like they are a budget airline charging full service. I am thinking of switching to Delta.";NEGATIVE
american-airlines;2015-09-21;"Very poor service from American Airlines. Flight from Laredo to Dallas was delayed 3 hours. No apology, no attempt to provide even a soft drink during the wait. Had to practically beg them to reschedule the connection. Missed a very important connection because of this delay. Very dissatisfied.";NEGATIVE
american-airlines;2015-09-20;"Las Vegas to London Heathrow via LAX, and I initially booked this fight with a 2 hour changeover in LAX. I had concerns when received an email from American Airlines advising of 45 minute changeover, I sent several emails advising of concern, their response was to request I call them in USA. I find it strange that a company that you are paying good money to, contacts you by one option but then you have to contact them by another, I feel this needs to be addressed, I never in the end used the phone as I have had to do this with other airlines wasting time and money and just hoped all would work out. Checked in at Las vegas 3 hours before flight and was told there was no Business Lounge for American Airlines, strange as their main competitor has one and there are other lounges which you can pay to go into, why does AA not do this? The internal flight to LAX was ok, plenty of legroom in Business seats with some recline, we were provided with a bag of chips and a drink. Changeover at LAX was very efficient, arrived at gate next to where we had to get our plane to LHR, arrived with 10 minutes until boarding started. Boarded plane with no greeting from cabin staff they seemed to be engaged in conversation with each other, this caused issues when seating as my wife had to go all the way back to the front. Seat was a great set up, same as Cathay Pacific. Good seat storage, good choice of movies on large screen and comfortable seat and bed, although those over 6 foot might find ther feet feel restricted with limited foot space when in lie flat mode. Cabin staff were efficient and professional although they were not vey welcoming and did not smile - I managed after many contacts to get a smile from a hostess, but it seems to me that most do not want to be doing this job? It is strange that American Airlines would not choose to focus more on customer service especially as this is their new flagship plane. Suitcaes arrived at detination which was good. Overall experience was reasonable with food and seating being the best part of the experience.";NEGATIVE
american-airlines;2015-09-20;"On both outbound and return trip with American Airlines from Los Angeles to London Heathrow, there were couples including ourselves who had been placed automatically into slightly suboptimal seating arrangements eg across an aisle or with a singleton between them or in different rows in close proximity. This encourages you to pay extra so you can sit together on a long flight. I am suspicious that they do this deliberately, and if so, this is a particularly cheap and dirty trick. Also, we were placed in the rearmost row, meaning you get no choice of meal when they run out of one meal option. When I asked if this is going to happen for every meal for the whole flight, the attendant was rude and said, of course - hadn't I ever flown before? An apology would have sufficed. We found the staff dismissive, talking amongst themselves while customers were disembarking instead of saying goodbye like they do on other airlines. They're clearly not a quality liner, and we won't be looking to fly with them again.";NEGATIVE
american-airlines;2015-09-20;"Received an email notification that our American Airlines JFK-SJU flight was delayed 3 hours, had to inform the Premium Check-in Desk Agent myself. At gate, was told that a new aircraft was being flown in. After waiting 3 hours was told that the aircraft was used for another flight instead. Re-routed via MIA on flight that got us to SJU seven hours later, which meant we missed an entire day of vacation. After asking about our bags (nobody communicated anything prior) had to reclaim bags and recheck with just 30 mins before MIA flight departed. On MIA flight, they knowingly put our 12-year-old in an emergency row (against FAA policy). Lack of communication, surly agents, cramped flights. American Airlines seems to be going down the tubes.";NEGATIVE
